language,term,CIEL_L,CIEL_a,CIEL_b
Tagalog,itim,71.6,29.26,-13.95
Tagalog,itim,61.7,37.1,-18.34
Tagalog,itim,51.57,46.17,-23.4
Tagalog,itim,41.22,46.93,-24.7
Tagalog,itim,30.77,42.44,-23.6
Tagalog,itim,20.54,24.14,-14.33
Tagalog,"bughaw,",91.08,5.04,-1.14
Tagalog,"bughaw,",81.35,22.62,-5.51
Tagalog,"bughaw,",71.6,38.97,-10.98
Tagalog,"bughaw,",61.7,38.67,-11.63
Tagalog,"bughaw,",51.57,48.98,-15.95
Tagalog,"bughaw,",41.22,49.84,-17.34
Tagalog,"bughaw,",30.77,44.87,-16.65
Tagalog,"bughaw,",20.54,34.44,-14.69
Tagalog,berde,91.08,5.41,0.74
Tagalog,berde,81.35,23.82,2.52
Tagalog,berde,71.6,32.47,2.76
Tagalog,berde,61.7,49.38,2.78
Tagalog,berde,51.57,59.69,1.53
Tagalog,berde,41.22,52.58,-0.05
Tagalog,berde,30.77,46.93,-2.51
Tagalog,berde,20.54,35.97,-6.33
Thai,fa?,91.08,5.51,3.28
Thai,fa?,81.35,23.18,13.11
Thai,fa?,71.6,31.7,17.23
Thai,fa?,61.7,48.53,25.92
Thai,fa?,51.57,58.01,30.52
Thai,fa?,41.22,59.5,30.17
Thai,fa?,30.77,46.08,20.6
Thai,fa?,20.54,36.64,9.24
Thai,saad,91.08,5.54,4.46
Thai,saad,81.35,22.67,17.48
Thai,saad,71.6,38.22,29.22
Thai,saad,61.7,46.38,35.47
Thai,saad,51.57,55.76,42.05
Thai,saad,41.22,56.6,40.99
Thai,saad,30.77,52.68,34.06
Thai,saad,20.54,35.15,15.44
Thai,khiaw,91.08,3.14,12.37
Thai,khiaw,81.35,14.98,47.04
Thai,khiaw,71.6,24.12,84.39
Thai,khiaw,61.7,22.09,71.31
Thai,khiaw,51.57,19.79,58.75
Thai,khiaw,41.22,17.04,45.95
Thai,khiaw,30.77,13.89,33.8
Thai,khiaw,20.54,10.16,21.44
Thai,namtan,91.08,-0.46,29.79
Thai,namtan,81.35,7.28,109.12
Thai,namtan,71.6,6.22,81.95
Thai,namtan,61.7,5.87,68.59
Thai,namtan,51.57,5.33,54.9
Thai,namtan,41.22,4.42,40.43
Thai,namtan,30.77,3.1,25.71
Thai,namtan,20.54,1.58,11.89
Thai,muang?,91.08,-10.76,13.38
Thai,muang?,81.35,-40.58,54.46
Thai,muang?,71.6,-40.28,53.23
Thai,muang?,61.7,-46.97,64.65
Thai,muang?,51.57,-40.14,52.84
Thai,muang?,41.22,-33.18,41.15
Thai,muang?,30.77,-23.96,27.29
Thai,muang?,20.54,-14.85,15.25
Thai,fa?,91.08,-13.22,3.82
Thai,fa?,81.35,-33.63,8.67
Thai,fa?,71.6,-41.85,9.77
Thai,fa?,61.7,-52.09,10.63
Thai,fa?,51.57,-52.69,9.7
Thai,fa?,41.22,-53.43,8.61
Thai,fa?,30.77,-49.93,6.94
Thai,fa?,20.54,-27.43,4.26
Thai,khiaw,91.08,-12.96,2.42
Thai,khiaw,81.35,-33.04,4.96
Thai,khiaw,71.6,-41.54,5.41
Thai,khiaw,61.7,-51.88,5.51
Thai,khiaw,51.57,-51.99,4.46
Thai,khiaw,41.22,-52.68,3.36
Thai,khiaw,30.77,-39.18,2.14
Thai,khiaw,20.54,-26.87,1.22
Thai,lyang,91.08,-11.94,-0.27
Thai,lyang,81.35,-21.19,-1.35
Thai,lyang,71.6,-39.21,-4.56
Thai,lyang,61.7,-39.17,-5.88
Thai,lyang,51.57,-38.59,-7.0
Thai,lyang,41.22,-39.09,-8.33
Thai,lyang,30.77,-27.32,-6.72
Thai,lyang,20.54,-16.13,-4.67
Thai,muang?,91.08,-10.86,-2.13
Thai,muang?,81.35,-19.64,-4.3
Thai,muang?,71.6,-27.52,-7.11
Thai,muang?,61.7,-36.77,-10.9
Thai,muang?,51.57,-36.19,-11.99
Thai,muang?,41.22,-36.33,-13.61
Thai,muang?,30.77,-25.67,-10.89
Thai,muang?,20.54,-15.07,-7.11
Thai,chomphu,91.08,-4.65,-5.34
Thai,chomphu,81.35,-10.44,-12.79
Thai,chomphu,71.6,-14.22,-19.9
Thai,chomphu,61.7,-16.81,-28.31
Thai,chomphu,51.57,-15.72,-29.08
Thai,chomphu,41.22,-14.67,-30.69
Thai,chomphu,30.77,-10.88,-24.2
Thai,chomphu,20.54,-9.22,-24.04
Thai,namtan,91.08,-0.37,-5.58
Thai,namtan,81.35,-0.24,-24.03
Thai,namtan,71.6,0.85,-31.32
Thai,namtan,61.7,2.64,-39.49
Thai,namtan,51.57,5.02,-48.35
Thai,namtan,41.22,7.17,-48.94
Thai,namtan,30.77,7.86,-43.39
Thai,namtan,20.54,7.63,-35.92
Thai,fa?,91.08,1.12,-5.38
Thai,fa?,81.35,3.22,-14.27
Thai,fa?,71.6,6.06,-22.71
Thai,fa?,61.7,9.58,-30.64
Thai,fa?,51.57,14.19,-39.14
Thai,fa?,41.22,20.81,-48.05
Thai,fa?,30.77,25.75,-49.63
Thai,fa?,20.54,23.81,-41.87
Thai,muang?,91.08,2.19,-4.93
Thai,muang?,81.35,5.82,-13.42
Thai,muang?,71.6,10.25,-21.6
Thai,muang?,61.7,15.28,-29.05
Thai,muang?,51.57,22.05,-37.02
Thai,muang?,41.22,24.29,-38.02
Thai,muang?,30.77,28.36,-39.75
Thai,muang?,20.54,23.12,-31.33
Thai,khiaw,91.08,2.95,-4.85
Thai,khiaw,81.35,8.19,-12.62
Thai,khiaw,71.6,13.67,-19.66
Thai,khiaw,61.7,20.07,-26.92
Thai,khiaw,51.57,27.4,-33.72
Thai,khiaw,41.22,29.49,-34.06
Thai,khiaw,30.77,33.51,-35.69
Thai,khiaw,20.54,26.82,-27.84
Thai,fa?,91.08,3.36,-4.24
Thai,fa?,81.35,9.68,-11.26
Thai,fa?,71.6,16.13,-17.52
Thai,fa?,61.7,23.29,-23.79
Thai,fa?,51.57,31.24,-29.94
Thai,fa?,41.22,33.08,-30.5
Thai,fa?,30.77,36.9,-32.14
Thai,fa?,20.54,29.26,-25.01
Thai,khiaw,91.08,5.41,0.74
Thai,khiaw,81.35,23.82,2.52
Thai,khiaw,71.6,32.47,2.76
Thai,khiaw,61.7,49.38,2.78
Thai,khiaw,51.57,59.69,1.53
Thai,khiaw,41.22,52.58,-0.05
Thai,khiaw,30.77,46.93,-2.51
Thai,khiaw,20.54,35.97,-6.33
Tzeltal,cah,91.08,1.28,14.41
Tzeltal,cah,81.35,15.1,90.21
Tzeltal,cah,71.6,15.62,90.72
Tzeltal,cah,61.7,14.45,76.93
Tzeltal,cah,51.57,13.12,63.99
Tzeltal,cah,41.22,9.31,37.8
Tzeltal,cah,30.77,9.51,37.16
Tzeltal,cah,20.54,3.62,11.09
Tzeltal,cah,91.08,5.27,-0.1
Tzeltal,cah,81.35,23.53,-0.96
Tzeltal,cah,71.6,40.04,-2.7
Tzeltal,cah,61.7,40.07,-3.44
Tzeltal,cah,51.57,51.2,-5.84
Tzeltal,cah,41.22,51.84,-8.08
Tzeltal,cah,30.77,46.25,-9.51
Tzeltal,cah,20.54,35.44,-10.4
Urdu,nila,91.08,5.53,2.22
Urdu,nila,81.35,23.67,9.47
Urdu,nila,71.6,32.18,12.57
Urdu,nila,61.7,49.42,18.23
Urdu,nila,51.57,59.36,19.67
Urdu,nila,41.22,61.4,17.92
Urdu,nila,30.77,47.34,12.58
Urdu,nila,20.54,36.82,3.13
Urdu,nila,91.08,5.51,3.28
Urdu,nila,81.35,23.18,13.11
Urdu,nila,71.6,31.7,17.23
Urdu,nila,61.7,48.53,25.92
Urdu,nila,51.57,58.01,30.52
Urdu,nila,41.22,59.5,30.17
Urdu,nila,30.77,46.08,20.6
Urdu,nila,20.54,36.64,9.24
Urdu,lal,91.08,5.54,4.46
Urdu,lal,81.35,22.67,17.48
Urdu,lal,71.6,38.22,29.22
Urdu,lal,61.7,46.38,35.47
Urdu,lal,51.57,55.76,42.05
Urdu,lal,41.22,56.6,40.99
Urdu,lal,30.77,52.68,34.06
Urdu,lal,20.54,35.15,15.44
Urdu,nila,91.08,5.43,5.64
Urdu,nila,81.35,21.06,22.4
Urdu,nila,71.6,34.96,37.54
Urdu,nila,61.7,49.15,56.82
Urdu,nila,51.57,55.2,68.32
Urdu,nila,41.22,51.06,58.81
Urdu,nila,30.77,40.89,36.03
Urdu,nila,20.54,25.15,16.6
Urdu,nila,91.08,5.21,7.67
Urdu,nila,81.35,18.52,26.72
Urdu,nila,71.6,30.67,44.56
Urdu,nila,61.7,44.69,79.79
Urdu,nila,51.57,40.53,69.04
Urdu,nila,41.22,32.37,46.62
Urdu,nila,30.77,28.16,36.05
Urdu,nila,20.54,15.99,14.49
Urdu,hara,91.08,3.14,12.37
Urdu,hara,81.35,14.98,47.04
Urdu,hara,71.6,24.12,84.39
Urdu,hara,61.7,22.09,71.31
Urdu,hara,51.57,19.79,58.75
Urdu,hara,41.22,17.04,45.95
Urdu,hara,30.77,13.89,33.8
Urdu,hara,20.54,10.16,21.44
Urdu,lal,91.08,1.28,14.41
Urdu,lal,81.35,15.1,90.21
Urdu,lal,71.6,15.62,90.72
Urdu,lal,61.7,14.45,76.93
Urdu,lal,51.57,13.12,63.99
Urdu,lal,41.22,9.31,37.8
Urdu,lal,30.77,9.51,37.16
Urdu,lal,20.54,3.62,11.09
Urdu,badami,91.08,-0.46,29.79
Urdu,badami,81.35,7.28,109.12
Urdu,badami,71.6,6.22,81.95
Urdu,badami,61.7,5.87,68.59
Urdu,badami,51.57,5.33,54.9
Urdu,badami,41.22,4.42,40.43
Urdu,badami,30.77,3.1,25.71
Urdu,badami,20.54,1.58,11.89
Urdu,nila,91.08,-5.25,45.24
Urdu,nila,81.35,-3.69,100.18
Urdu,nila,71.6,-2.3,85.64
Urdu,nila,61.7,-1.4,71.61
Urdu,nila,51.57,-0.48,57.27
Urdu,nila,41.22,-0.21,42.37
Urdu,nila,30.77,-0.15,26.58
Urdu,nila,20.54,-0.11,12.03
Urdu,banafshai,91.08,-10.76,13.38
Urdu,banafshai,81.35,-40.58,54.46
Urdu,banafshai,71.6,-40.28,53.23
Urdu,banafshai,61.7,-46.97,64.65
Urdu,banafshai,51.57,-40.14,52.84
Urdu,banafshai,41.22,-33.18,41.15
Urdu,banafshai,30.77,-23.96,27.29
Urdu,banafshai,20.54,-14.85,15.25
Urdu,lal,91.08,-13.13,7.63
Urdu,lal,81.35,-42.41,23.78
Urdu,lal,71.6,-51.55,27.69
Urdu,lal,61.7,-51.58,26.3
Urdu,lal,51.57,-63.28,28.95
Urdu,lal,41.22,-53.57,23.28
Urdu,lal,30.77,-39.23,16.6
Urdu,lal,20.54,-17.35,7.46
Urdu,kala,91.08,-13.24,5.48
Urdu,kala,81.35,-33.8,12.41
Urdu,kala,71.6,-41.95,14.43
Urdu,kala,61.7,-52.22,16.26
Urdu,kala,51.57,-52.87,15.46
Urdu,kala,41.22,-54.08,14.27
Urdu,kala,30.77,-39.62,10.61
Urdu,kala,20.54,-27.79,7.33
Urdu,nila,91.08,-13.22,3.82
Urdu,nila,81.35,-33.63,8.67
Urdu,nila,71.6,-41.85,9.77
Urdu,nila,61.7,-52.09,10.63
Urdu,nila,51.57,-52.69,9.7
Urdu,nila,41.22,-53.43,8.61
Urdu,nila,30.77,-49.93,6.94
Urdu,nila,20.54,-27.43,4.26
Urdu,hara,91.08,-12.96,2.42
Urdu,hara,81.35,-33.04,4.96
Urdu,hara,71.6,-41.54,5.41
Urdu,hara,61.7,-51.88,5.51
Urdu,hara,51.57,-51.99,4.46
Urdu,hara,41.22,-52.68,3.36
Urdu,hara,30.77,-39.18,2.14
Urdu,hara,20.54,-26.87,1.22
Urdu,lal,91.08,-12.69,1.23
Urdu,lal,81.35,-32.18,1.81
Urdu,lal,71.6,-40.91,1.15
Urdu,lal,61.7,-41.11,0.19
Urdu,lal,51.57,-51.2,-1.36
Urdu,lal,41.22,-41.21,-2.07
Urdu,lal,30.77,-29.07,-1.92
Urdu,lal,20.54,-17.18,-1.47
Urdu,pila,91.08,-11.94,-0.27
Urdu,pila,81.35,-21.19,-1.35
Urdu,pila,71.6,-39.21,-4.56
Urdu,pila,61.7,-39.17,-5.88
Urdu,pila,51.57,-38.59,-7.0
Urdu,pila,41.22,-39.09,-8.33
Urdu,pila,30.77,-27.32,-6.72
Urdu,pila,20.54,-16.13,-4.67
Urdu,banafshai,91.08,-10.86,-2.13
Urdu,banafshai,81.35,-19.64,-4.3
Urdu,banafshai,71.6,-27.52,-7.11
Urdu,banafshai,61.7,-36.77,-10.9
Urdu,banafshai,51.57,-36.19,-11.99
Urdu,banafshai,41.22,-36.33,-13.61
Urdu,banafshai,30.77,-25.67,-10.89
Urdu,banafshai,20.54,-15.07,-7.11
Urdu,badami,91.08,-9.69,-3.22
Urdu,badami,81.35,-18.27,-7.01
Urdu,badami,71.6,-25.13,-11.03
Urdu,badami,61.7,-33.16,-16.42
Urdu,badami,51.57,-32.36,-17.71
Urdu,badami,41.22,-24.01,-14.24
Urdu,badami,30.77,-22.84,-15.29
Urdu,badami,20.54,-13.39,-9.92
Urdu,nila,91.08,-7.96,-4.41
Urdu,nila,81.35,-16.44,-9.33
Urdu,nila,71.6,-22.32,-14.67
Urdu,nila,61.7,-29.22,-21.27
Urdu,nila,51.57,-27.95,-22.24
Urdu,nila,41.22,-20.46,-17.64
Urdu,nila,30.77,-19.73,-18.89
Urdu,nila,20.54,-11.72,-12.03
Urdu,nila,91.08,-6.32,-5.08
Urdu,nila,81.35,-13.22,-11.59
Urdu,nila,71.6,-18.37,-18.07
Urdu,nila,61.7,-22.98,-25.73
Urdu,nila,51.57,-21.72,-26.63
Urdu,nila,41.22,-21.08,-28.21
Urdu,nila,30.77,-15.41,-22.0
Urdu,nila,20.54,-9.52,-13.99
Urdu,lal,91.08,-3.48,-5.55
Urdu,lal,81.35,-6.82,-13.92
Urdu,lal,71.6,-12.05,-29.46
Urdu,lal,61.7,-13.07,-37.55
Urdu,lal,51.57,-11.88,-38.56
Urdu,lal,41.22,-10.54,-39.65
Urdu,lal,30.77,-7.86,-33.8
Urdu,lal,20.54,-5.25,-25.49
Urdu,nila,91.08,-1.49,-5.61
Urdu,nila,81.35,-5.05,-23.28
Urdu,nila,71.6,-5.09,-30.75
Urdu,nila,61.7,-4.52,-39.18
Urdu,nila,51.57,-3.41,-48.08
Urdu,nila,41.22,-2.09,-40.81
Urdu,nila,30.77,0.29,-43.03
Urdu,nila,20.54,0.11,-26.61
Urdu,pila,91.08,-0.37,-5.58
Urdu,pila,81.35,-0.24,-24.03
Urdu,pila,71.6,0.85,-31.32
Urdu,pila,61.7,2.64,-39.49
Urdu,pila,51.57,5.02,-48.35
Urdu,pila,41.22,7.17,-48.94
Urdu,pila,30.77,7.86,-43.39
Urdu,pila,20.54,7.63,-35.92
Urdu,nila,91.08,1.12,-5.38
Urdu,nila,81.35,3.22,-14.27
Urdu,nila,71.6,6.06,-22.71
Urdu,nila,61.7,9.58,-30.64
Urdu,nila,51.57,14.19,-39.14
Urdu,nila,41.22,20.81,-48.05
Urdu,nila,30.77,25.75,-49.63
Urdu,nila,20.54,23.81,-41.87
Urdu,banafshai,91.08,2.19,-4.93
Urdu,banafshai,81.35,5.82,-13.42
Urdu,banafshai,71.6,10.25,-21.6
Urdu,banafshai,61.7,15.28,-29.05
Urdu,banafshai,51.57,22.05,-37.02
Urdu,banafshai,41.22,24.29,-38.02
Urdu,banafshai,30.77,28.36,-39.75
Urdu,banafshai,20.54,23.12,-31.33
Urdu,hara,91.08,2.95,-4.85
Urdu,hara,81.35,8.19,-12.62
Urdu,hara,71.6,13.67,-19.66
Urdu,hara,61.7,20.07,-26.92
Urdu,hara,51.57,27.4,-33.72
Urdu,hara,41.22,29.49,-34.06
Urdu,hara,30.77,33.51,-35.69
Urdu,hara,20.54,26.82,-27.84
Urdu,nila,91.08,3.36,-4.24
Urdu,nila,81.35,9.68,-11.26
Urdu,nila,71.6,16.13,-17.52
Urdu,nila,61.7,23.29,-23.79
Urdu,nila,51.57,31.24,-29.94
Urdu,nila,41.22,33.08,-30.5
Urdu,nila,30.77,36.9,-32.14
Urdu,nila,20.54,29.26,-25.01
Urdu,lal,91.08,4.31,-2.82
Urdu,lal,81.35,18.74,-12.74
Urdu,lal,71.6,26.62,-18.32
Urdu,lal,61.7,34.47,-24.03
Urdu,lal,51.57,35.21,-24.66
Urdu,lal,41.22,36.48,-25.75
Urdu,lal,30.77,39.78,-27.99
Urdu,lal,20.54,22.74,-16.65
Urdu,lal,91.08,5.27,-0.1
Urdu,lal,81.35,23.53,-0.96
Urdu,lal,71.6,40.04,-2.7
Urdu,lal,61.7,40.07,-3.44
Urdu,lal,51.57,51.2,-5.84
Urdu,lal,41.22,51.84,-8.08
Urdu,lal,30.77,46.25,-9.51
Urdu,lal,20.54,35.44,-10.4
Urdu,hara,91.08,5.41,0.74
Urdu,hara,81.35,23.82,2.52
Urdu,hara,71.6,32.47,2.76
Urdu,hara,61.7,49.38,2.78
Urdu,hara,51.57,59.69,1.53
Urdu,hara,41.22,52.58,-0.05
Urdu,hara,30.77,46.93,-2.51
Urdu,hara,20.54,35.97,-6.33
Urdu,nila,91.08,5.44,1.5
Urdu,nila,81.35,23.74,6.18
Urdu,nila,71.6,32.41,7.97
Urdu,nila,61.7,49.67,10.71
Urdu,nila,51.57,59.79,10.72
Urdu,nila,41.22,61.57,8.63
Urdu,nila,30.77,47.63,5.24
Urdu,nila,20.54,36.42,-2.08
Vietnamese,xanh,91.08,5.53,2.22
Vietnamese,xanh,81.35,23.67,9.47
Vietnamese,xanh,71.6,32.18,12.57
Vietnamese,xanh,61.7,49.42,18.23
Vietnamese,xanh,51.57,59.36,19.67
Vietnamese,xanh,41.22,61.4,17.92
Vietnamese,xanh,30.77,47.34,12.58
Vietnamese,xanh,20.54,36.82,3.13
Vietnamese,xanh,91.08,5.51,3.28
Vietnamese,xanh,81.35,23.18,13.11
Vietnamese,xanh,71.6,31.7,17.23
Vietnamese,xanh,61.7,48.53,25.92
Vietnamese,xanh,51.57,58.01,30.52
Vietnamese,xanh,41.22,59.5,30.17
Vietnamese,xanh,30.77,46.08,20.6
Vietnamese,xanh,20.54,36.64,9.24
Vietnamese,do,91.08,5.54,4.46
Vietnamese,do,81.35,22.67,17.48
Vietnamese,do,71.6,38.22,29.22
Vietnamese,do,61.7,46.38,35.47
Vietnamese,do,51.57,55.76,42.05
Vietnamese,do,41.22,56.6,40.99
Vietnamese,do,30.77,52.68,34.06
Vietnamese,do,20.54,35.15,15.44
Vietnamese,tim,91.08,5.43,5.64
Vietnamese,tim,81.35,21.06,22.4
Vietnamese,tim,71.6,34.96,37.54
Vietnamese,tim,61.7,49.15,56.82
Vietnamese,tim,51.57,55.2,68.32
Vietnamese,tim,41.22,51.06,58.81
Vietnamese,tim,30.77,40.89,36.03
Vietnamese,tim,20.54,25.15,16.6
Vietnamese,xanh,91.08,5.21,7.67
Vietnamese,xanh,81.35,18.52,26.72
Vietnamese,xanh,71.6,30.67,44.56
Vietnamese,xanh,61.7,44.69,79.79
Vietnamese,xanh,51.57,40.53,69.04
Vietnamese,xanh,41.22,32.37,46.62
Vietnamese,xanh,30.77,28.16,36.05
Vietnamese,xanh,20.54,15.99,14.49
Vietnamese,do,91.08,4.3,10.08
Vietnamese,do,81.35,14.87,30.96
Vietnamese,do,71.6,32.89,77.02
Vietnamese,do,61.7,29.38,64.4
Vietnamese,do,51.57,29.45,64.44
Vietnamese,do,41.22,22.15,41.13
Vietnamese,do,30.77,18.18,30.27
Vietnamese,do,20.54,13.28,18.21
Vietnamese,xanh,91.08,3.14,12.37
Vietnamese,xanh,81.35,14.98,47.04
Vietnamese,xanh,71.6,24.12,84.39
Vietnamese,xanh,61.7,22.09,71.31
Vietnamese,xanh,51.57,19.79,58.75
Vietnamese,xanh,41.22,17.04,45.95
Vietnamese,xanh,30.77,13.89,33.8
Vietnamese,xanh,20.54,10.16,21.44
Vietnamese,tim,91.08,1.28,14.41
Vietnamese,tim,81.35,15.1,90.21
Vietnamese,tim,71.6,15.62,90.72
Vietnamese,tim,61.7,14.45,76.93
Vietnamese,tim,51.57,13.12,63.99
Vietnamese,tim,41.22,9.31,37.8
Vietnamese,tim,30.77,9.51,37.16
Vietnamese,tim,20.54,3.62,11.09
Vietnamese,nau,91.08,-0.46,29.79
Vietnamese,nau,81.35,7.28,109.12
Vietnamese,nau,71.6,6.22,81.95
Vietnamese,nau,61.7,5.87,68.59
Vietnamese,nau,51.57,5.33,54.9
Vietnamese,nau,41.22,4.42,40.43
Vietnamese,nau,30.77,3.1,25.71
Vietnamese,nau,20.54,1.58,11.89
Vietnamese,tim,91.08,-5.25,45.24
Vietnamese,tim,81.35,-3.69,100.18
Vietnamese,tim,71.6,-2.3,85.64
Vietnamese,tim,61.7,-1.4,71.61
Vietnamese,tim,51.57,-0.48,57.27
Vietnamese,tim,41.22,-0.21,42.37
Vietnamese,tim,30.77,-0.15,26.58
Vietnamese,tim,20.54,-0.11,12.03
Vietnamese,xanh,91.08,-9.03,45.94
Vietnamese,xanh,81.35,-10.94,87.9
Vietnamese,xanh,71.6,-9.51,87.14
Vietnamese,xanh,61.7,-7.92,73.21
Vietnamese,xanh,51.57,-6.4,58.71
Vietnamese,xanh,41.22,-4.87,43.26
Vietnamese,xanh,30.77,-3.32,26.87
Vietnamese,xanh,20.54,-1.74,11.57
Vietnamese,vang,91.08,-12.17,45.9
Vietnamese,vang,81.35,-17.25,87.99
Vietnamese,vang,71.6,-15.98,87.62
Vietnamese,vang,61.7,-14.02,73.17
Vietnamese,vang,51.57,-11.71,58.46
Vietnamese,vang,41.22,-9.31,43.05
Vietnamese,vang,30.77,-6.44,26.57
Vietnamese,vang,20.54,-3.09,10.75
Vietnamese,xanh,91.08,-16.65,44.66
Vietnamese,xanh,81.35,-26.04,85.63
Vietnamese,xanh,71.6,-24.87,85.15
Vietnamese,xanh,61.7,-21.81,70.54
Vietnamese,xanh,51.57,-18.37,55.88
Vietnamese,xanh,41.22,-14.57,40.52
Vietnamese,xanh,30.77,-10.05,24.97
Vietnamese,xanh,20.54,-4.47,9.36
Vietnamese,xanh,91.08,-14.67,29.61
Vietnamese,xanh,81.35,-30.49,65.57
Vietnamese,xanh,71.6,-34.49,79.15
Vietnamese,xanh,61.7,-30.13,65.11
Vietnamese,xanh,51.57,-25.02,50.55
Vietnamese,xanh,41.22,-19.48,36.56
Vietnamese,xanh,30.77,-13.04,21.97
Vietnamese,xanh,20.54,-5.36,7.98
Vietnamese,tim,91.08,-10.76,13.38
Vietnamese,tim,81.35,-40.58,54.46
Vietnamese,tim,71.6,-40.28,53.23
Vietnamese,tim,61.7,-46.97,64.65
Vietnamese,tim,51.57,-40.14,52.84
Vietnamese,tim,41.22,-33.18,41.15
Vietnamese,tim,30.77,-23.96,27.29
Vietnamese,tim,20.54,-14.85,15.25
Vietnamese,do,91.08,-13.13,7.63
Vietnamese,do,81.35,-42.41,23.78
Vietnamese,do,71.6,-51.55,27.69
Vietnamese,do,61.7,-51.58,26.3
Vietnamese,do,51.57,-63.28,28.95
Vietnamese,do,41.22,-53.57,23.28
Vietnamese,do,30.77,-39.23,16.6
Vietnamese,do,20.54,-17.35,7.46
Vietnamese,xam,91.08,-13.24,5.48
Vietnamese,xam,81.35,-33.8,12.41
Vietnamese,xam,71.6,-41.95,14.43
Vietnamese,xam,61.7,-52.22,16.26
Vietnamese,xam,51.57,-52.87,15.46
Vietnamese,xam,41.22,-54.08,14.27
Vietnamese,xam,30.77,-39.62,10.61
Vietnamese,xam,20.54,-27.79,7.33
Vietnamese,xanh,91.08,-13.22,3.82
Vietnamese,xanh,81.35,-33.63,8.67
Vietnamese,xanh,71.6,-41.85,9.77
Vietnamese,xanh,61.7,-52.09,10.63
Vietnamese,xanh,51.57,-52.69,9.7
Vietnamese,xanh,41.22,-53.43,8.61
Vietnamese,xanh,30.77,-49.93,6.94
Vietnamese,xanh,20.54,-27.43,4.26
Vietnamese,xanh,91.08,-12.96,2.42
Vietnamese,xanh,81.35,-33.04,4.96
Vietnamese,xanh,71.6,-41.54,5.41
Vietnamese,xanh,61.7,-51.88,5.51
Vietnamese,xanh,51.57,-51.99,4.46
Vietnamese,xanh,41.22,-52.68,3.36
Vietnamese,xanh,30.77,-39.18,2.14
Vietnamese,xanh,20.54,-26.87,1.22
Vietnamese,hong,91.08,-12.69,1.23
Vietnamese,hong,81.35,-32.18,1.81
Vietnamese,hong,71.6,-40.91,1.15
Vietnamese,hong,61.7,-41.11,0.19
Vietnamese,hong,51.57,-51.2,-1.36
Vietnamese,hong,41.22,-41.21,-2.07
Vietnamese,hong,30.77,-29.07,-1.92
Vietnamese,hong,20.54,-17.18,-1.47
Vietnamese,vang,91.08,-11.94,-0.27
Vietnamese,vang,81.35,-21.19,-1.35
Vietnamese,vang,71.6,-39.21,-4.56
Vietnamese,vang,61.7,-39.17,-5.88
Vietnamese,vang,51.57,-38.59,-7.0
Vietnamese,vang,41.22,-39.09,-8.33
Vietnamese,vang,30.77,-27.32,-6.72
Vietnamese,vang,20.54,-16.13,-4.67
Vietnamese,tim,91.08,-10.86,-2.13
Vietnamese,tim,81.35,-19.64,-4.3
Vietnamese,tim,71.6,-27.52,-7.11
Vietnamese,tim,61.7,-36.77,-10.9
Vietnamese,tim,51.57,-36.19,-11.99
Vietnamese,tim,41.22,-36.33,-13.61
Vietnamese,tim,30.77,-25.67,-10.89
Vietnamese,tim,20.54,-15.07,-7.11
Vietnamese,xanh,91.08,-7.96,-4.41
Vietnamese,xanh,81.35,-16.44,-9.33
Vietnamese,xanh,71.6,-22.32,-14.67
Vietnamese,xanh,61.7,-29.22,-21.27
Vietnamese,xanh,51.57,-27.95,-22.24
Vietnamese,xanh,41.22,-20.46,-17.64
Vietnamese,xanh,30.77,-19.73,-18.89
Vietnamese,xanh,20.54,-11.72,-12.03
Vietnamese,tim,91.08,-6.32,-5.08
Vietnamese,tim,81.35,-13.22,-11.59
Vietnamese,tim,71.6,-18.37,-18.07
Vietnamese,tim,61.7,-22.98,-25.73
Vietnamese,tim,51.57,-21.72,-26.63
Vietnamese,tim,41.22,-21.08,-28.21
Vietnamese,tim,30.77,-15.41,-22.0
Vietnamese,tim,20.54,-9.52,-13.99
Vietnamese,hong,91.08,-3.48,-5.55
Vietnamese,hong,81.35,-6.82,-13.92
Vietnamese,hong,71.6,-12.05,-29.46
Vietnamese,hong,61.7,-13.07,-37.55
Vietnamese,hong,51.57,-11.88,-38.56
Vietnamese,hong,41.22,-10.54,-39.65
Vietnamese,hong,30.77,-7.86,-33.8
Vietnamese,hong,20.54,-5.25,-25.49
Vietnamese,xanh,91.08,-1.49,-5.61
Vietnamese,xanh,81.35,-5.05,-23.28
Vietnamese,xanh,71.6,-5.09,-30.75
Vietnamese,xanh,61.7,-4.52,-39.18
Vietnamese,xanh,51.57,-3.41,-48.08
Vietnamese,xanh,41.22,-2.09,-40.81
Vietnamese,xanh,30.77,0.29,-43.03
Vietnamese,xanh,20.54,0.11,-26.61
Vietnamese,nau,91.08,-0.37,-5.58
Vietnamese,nau,81.35,-0.24,-24.03
Vietnamese,nau,71.6,0.85,-31.32
Vietnamese,nau,61.7,2.64,-39.49
Vietnamese,nau,51.57,5.02,-48.35
Vietnamese,nau,41.22,7.17,-48.94
Vietnamese,nau,30.77,7.86,-43.39
Vietnamese,nau,20.54,7.63,-35.92
Vietnamese,xanh,91.08,1.12,-5.38
Vietnamese,xanh,81.35,3.22,-14.27
Vietnamese,xanh,71.6,6.06,-22.71
Vietnamese,xanh,61.7,9.58,-30.64
Vietnamese,xanh,51.57,14.19,-39.14
